Drug_id,Drug_name,Target_id,Target_name
DB03801,Lysine Nz-Carboxylic Acid,P0A433,Parathion hydrolase
DB03801,Lysine Nz-Carboxylic Acid,P15925,Folylpolyglutamate synthase
DB03801,Lysine Nz-Carboxylic Acid,P05020,Dihydroorotase
DB03802,"1-[4-(Octahydro-Pyrido[1,2-a]Pyrazin-2-Yl)-Phenyl]-2-Phenyl-1,2,3,4-Tetrahydro-Isoquinolin-6-Ol",P03372,Estrogen receptor
DB03803,"N,N-[2,5-O-dibenzyl-glucaryl]-DI-[valinyl-aminomethanyl-pyridine]",P03366,Gag-Pol polyprotein
DB03804,5-Bromothienyldeoxyuridine,P03176,Thymidine kinase
DB03805,Antiproliferative Agent A771726,Q02127,"Dihydroorotate dehydrogenase (quinone), mitochondrial"
DB03807,"1-(2-Chlorophenyl)-3,5-Dimethyl-1h-Pyrazole-4-Carboxylic Acid Ethyl Ester",Q07343,"cAMP-specific 3',5'-cyclic phosphodiesterase 4B"
DB03808,Hexamidine,P0A0N5,HTH-type transcriptional regulator QacR
DB03808,Hexamidine,P0A0N4,HTH-type transcriptional regulator QacR
DB03809,9-Butyl-8-(3-Methoxybenzyl)-9h-Purin-6-Amine,P07900,Heat shock protein HSP 90-alpha
DB03811,Histidinol,P06988,Histidinol dehydrogenase
DB03811,Histidinol,P60906,Histidine--tRNA ligase
DB03812,"3-{2,6,8-trioxo-9-[(2S,3R,4R)-2,3,4,5-tetrahydroxypentyl]-1,2,3,6,8,9-hexahydro-7H-purin-7-Yl}propyl dihydrogen phosphate",P9WHE9,"6,7-dimethyl-8-ribityllumazine synthase"
DB03813,2-Decenoyl N-Acetyl Cysteamine,P0A6Q5,3-hydroxydecanoyl-[acyl-carrier-protein] dehydratase
DB03813,2-Decenoyl N-Acetyl Cysteamine,P0A6Q3,3-hydroxydecanoyl-[acyl-carrier-protein] dehydratase
DB03814,2-(N-morpholino)ethanesulfonic acid,Q6NXR0,Interferon-inducible GTPase 5
DB03814,2-(N-morpholino)ethanesulfonic acid,P15291,"Beta-1,4-galactosyltransferase 1"
DB03814,2-(N-morpholino)ethanesulfonic acid,P23946,Chymase
DB03814,2-(N-morpholino)ethanesulfonic acid,P09211,Glutathione S-transferase P
DB03814,2-(N-morpholino)ethanesulfonic acid,Q8IWL2,Pulmonary surfactant-associated protein A1
DB03814,2-(N-morpholino)ethanesulfonic acid,P04424,Argininosuccinate lyase
DB03814,2-(N-morpholino)ethanesulfonic acid,P30041,Peroxiredoxin-6
DB03814,2-(N-morpholino)ethanesulfonic acid,P22303,Acetylcholinesterase
DB03814,2-(N-morpholino)ethanesulfonic acid,P09417,Dihydropteridine reductase
DB03814,2-(N-morpholino)ethanesulfonic acid,P36405,ADP-ribosylation factor-like protein 3
DB03814,2-(N-morpholino)ethanesulfonic acid,P28845,Corticosteroid 11-beta-dehydrogenase isozyme 1
DB03814,2-(N-morpholino)ethanesulfonic acid,P17169,Glutamine--fructose-6-phosphate aminotransferase [isomerizing]
DB03814,2-(N-morpholino)ethanesulfonic acid,P22906,Dihydrofolate reductase
DB03814,2-(N-morpholino)ethanesulfonic acid,P25006,Copper-containing nitrite reductase
DB03814,2-(N-morpholino)ethanesulfonic acid,P0ACC7,Bifunctional protein GlmU
DB03814,2-(N-morpholino)ethanesulfonic acid,Q01770,Hydroxylamine reductase
DB03814,2-(N-morpholino)ethanesulfonic acid,P00861,Diaminopimelate decarboxylase
DB03814,2-(N-morpholino)ethanesulfonic acid,P31434,Alpha-xylosidase
DB03814,2-(N-morpholino)ethanesulfonic acid,Q9ZAG3,"Limonene-1,2-epoxide hydrolase"
DB03814,2-(N-morpholino)ethanesulfonic acid,P49424,"Mannan endo-1,4-beta-mannosidase"
DB03814,2-(N-morpholino)ethanesulfonic acid,P00521,Tyrosine-protein kinase transforming protein Abl
DB03814,2-(N-morpholino)ethanesulfonic acid,P0AEG6,Thiol:disulfide interchange protein DsbC
DB03814,2-(N-morpholino)ethanesulfonic acid,P0A9B2,Glyceraldehyde-3-phosphate dehydrogenase A
DB03814,2-(N-morpholino)ethanesulfonic acid,P20932,(S)-mandelate dehydrogenase
DB03814,2-(N-morpholino)ethanesulfonic acid,O68601,Copper-containing nitrite reductase
DB03814,2-(N-morpholino)ethanesulfonic acid,P0A6Y5,33 kDa chaperonin
DB03814,2-(N-morpholino)ethanesulfonic acid,P76270,Free methionine-R-sulfoxide reductase
DB03814,2-(N-morpholino)ethanesulfonic acid,Q88H32,Ornithine cyclodeaminase
DB03814,2-(N-morpholino)ethanesulfonic acid,P0A8D6,O-acetyl-ADP-ribose deacetylase
DB03814,2-(N-morpholino)ethanesulfonic acid,P52664,Beta-lactamase
DB03814,2-(N-morpholino)ethanesulfonic acid,P45314,3-deoxy-D-manno-octulosonate 8-phosphate phosphatase KdsC
DB03814,2-(N-morpholino)ethanesulfonic acid,Q9Y468,Lethal(3)malignant brain tumor-like protein 1
DB03814,2-(N-morpholino)ethanesulfonic acid,P06276,BCHE
DB03814,2-(N-morpholino)ethanesulfonic acid,P54548,Ribonuclease Z
DB03814,2-(N-morpholino)ethanesulfonic acid,Q9X9L0,Hypothetical gliding protein
DB03814,2-(N-morpholino)ethanesulfonic acid,Q9X5N2,Prolyl endopeptidase Pep
DB03814,2-(N-morpholino)ethanesulfonic acid,P60355,Manganese catalase
DB03814,2-(N-morpholino)ethanesulfonic acid,Q84FH6,Chorismate mutase AroH
DB03814,2-(N-morpholino)ethanesulfonic acid,Q9FCA6,Biflaviolin synthase CYP158A2
DB03815,Fucitol,P69923,L-fucose isomerase
DB03816,Difluoromethionine,P00959,Methionine--tRNA ligase
DB03817,"L-2,4-diaminobutyric acid",P12488,Envelope glycoprotein gp160
DB03818,N-[Tosyl-D-Prolinyl]Amino-Ethanethiol,P0A884,Thymidylate synthase
DB03820,"(2S,5R,6R)-6-({(6S)-6-[(Ammonioacetyl)amino]-6-carboxylatohexanoyl}amino)-3,3-dimethyl-7-oxo-4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylate",P15555,D-alanyl-D-alanine carboxypeptidase
DB03821,2-Amino-3-Hydroxy-3-Phosphonooxy-Propionic Acid,P15289,Arylsulfatase A
DB03822,Ethyl dihydrogen phosphate,P0A433,Parathion hydrolase
DB03822,Ethyl dihydrogen phosphate,P06276,BCHE
DB03824,"7-Iodo-1,2,3,4-Tetrahydro-Isoquinoline",Q9UBM1,PNMT
DB03824,"7-Iodo-1,2,3,4-Tetrahydro-Isoquinoline",P11086,Phenylethanolamine N-methyltransferase
DB03825,Rhodamine 6G,P0A0N5,HTH-type transcriptional regulator QacR
DB03825,Rhodamine 6G,P31224,Multidrug efflux pump subunit AcrB
DB03825,Rhodamine 6G,P33527,Multidrug resistance-associated protein 1
DB03825,Rhodamine 6G,P08183,Multidrug resistance protein 1
DB03827,"(3s)-3,4-Di-N-Hexanoyloxybutyl-1-Phosphocholine",P09598,Phospholipase C
DB03828,RU78299,P12931,Proto-oncogene tyrosine-protein kinase Src
DB03830,Phosphorylated Dihydropteroate,P08192,Bifunctional protein FolC
DB03832,"3-Carboxy-N,N,N-Trimethyl-2-(Octanoyloxy)Propan-1-Aminium",Q9UKG9,Peroxisomal carnitine O-octanoyltransferase
DB03833,"2-Prolyl-5-Tert-Butyl-[1,3,4]Oxadiazole",O32449,Proline iminopeptidase
DB03834,"(3S)-3-(dioxidosulfanyl)-N-[(1Z)-3-oxoprop-1-en-1-yl]-4-(1H-1,2,3-triazol-1-yl)-D-valine",P0AD63,Beta-lactamase SHV-1
DB03835,"N-[(5S,7R,8S,9S,10R)-8,9,10-Trihydroxy-7-(hydroxymethyl)-2,4-dioxo-6-oxa-1,3-diazaspiro[4.5]dec-3-yl]acetamide",P11217,"Glycogen phosphorylase, muscle form"
DB03836,"1,3,5-trichlorobenzene",P00183,Camphor 5-monooxygenase
DB03837,Morpholine-4-Carboxylic Acid (1-(3-Benzenesulfonyl-1-Phenethylallylcarbamoyl)-3-Methylbutyl)-Amide,P25774,Cathepsin S
DB03839,D-Tyrosine,Q8TF71,Monocarboxylate transporter 10
DB03840,Tetra(Imidazole)Diaquacopper (Ii),P00282,Azurin
DB03841,Niraxostat,P47989,Xanthine dehydrogenase/oxidase
DB03842,2-Chloro-6-Methyl-Aniline,P00720,Endolysin
DB03843,Formaldehyde,P15555,D-alanyl-D-alanine carboxypeptidase
DB03844,"N-(2,6-Diflouro-Benzyl)-4-Sulfamoyl-Benzamide",P00918,Carbonic anhydrase 2
DB03845,P1-(5'-Adenosyl)P5-(5'-(3'azido-3'-Deoxythymidyl))Pentaphosphate,P23919,Thymidylate kinase
DB03846,2'-deoxy-5-(hydroxymethyl)uridine 5'-(dihydrogen phosphate),P9WKE1,Thymidylate kinase
DB03847,gamma-carboxy-L-glutamic acid,P00734,Prothrombin
DB03847,gamma-carboxy-L-glutamic acid,P02818,Osteocalcin
DB03847,gamma-carboxy-L-glutamic acid,Q9BQ89,F10
DB03847,gamma-carboxy-L-glutamic acid,P00742,Coagulation factor X
DB03848,Benzenesulfinic acid,P55055,Oxysterols receptor LXR-beta
DB03849,Cilomilast,Q08499,"cAMP-specific 3',5'-cyclic phosphodiesterase 4D"
DB03849,Cilomilast,Q07343,"cAMP-specific 3',5'-cyclic phosphodiesterase 4B"
DB03850,Jaspisamide A,P68133,"Actin, alpha skeletal muscle"
DB03851,Carbazole Butanoic Acid,P15090,"Fatty acid-binding protein, adipocyte"
DB03854,Cadaverine,Q46893,2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase
DB03855,L-Threonohydroxamate 4-Phosphate,P39304,3-keto-L-gulonate-6-phosphate decarboxylase UlaD
DB03856,L-Eflornithine,P11926,Ornithine decarboxylase
DB03857,"1,4-dithio-beta-D-glucopyranose",P37698,Endoglucanase F
DB03859,1-thio-beta-D-glucopyranose,P37700,Endoglucanase G
DB03860,ICI-164384,Q92731,Estrogen receptor beta
DB03861,"(2R,3R,4S,5R)-2-acetamido-3,4-dihydroxy-5-hydroxymethyl-piperidine",P07686,Beta-hexosaminidase subunit beta
DB03861,"(2R,3R,4S,5R)-2-acetamido-3,4-dihydroxy-5-hydroxymethyl-piperidine",Q9Y691,Calcium-activated potassium channel subunit beta-2
DB03862,Tetrahydrooxazine,O85465,Endoglucanase 5A
DB03862,Tetrahydrooxazine,Q08638,Beta-glucosidase A
DB03863,2-O-Methyl-beta-L-fucopyranose,Q59288,Chondroitinase-AC
DB03863,2-O-Methyl-beta-L-fucopyranose,Q46079,Chondroitinase-B
DB03864,Monothioglycerol,Q5JRX3,PREP
DB03864,Monothioglycerol,P48147,Prolyl endopeptidase
DB03865,6-Chloro-2-(2-Hydroxy-Biphenyl-3-Yl)-1h-Indole-5-Carboxamidine,P07477,Trypsin-1
DB03865,6-Chloro-2-(2-Hydroxy-Biphenyl-3-Yl)-1h-Indole-5-Carboxamidine,P00749,Urokinase-type plasminogen activator
DB03865,6-Chloro-2-(2-Hydroxy-Biphenyl-3-Yl)-1h-Indole-5-Carboxamidine,P00734,Prothrombin
DB03865,6-Chloro-2-(2-Hydroxy-Biphenyl-3-Yl)-1h-Indole-5-Carboxamidine,P05981,Serine protease hepsin
DB03866,Prostaglandin G2,P35354,Prostaglandin G/H synthase 2
DB03867,3-nitro-L-tyrosine,P00390,"Glutathione reductase, mitochondrial"
DB03868,3-Dehydroquinic Acid,Q48255,3-dehydroquinate dehydratase
DB03869,5'-O-(L-Serylsulfamoyl)adenosine,P0A8M5,Threonine--tRNA ligase
DB03870,"Ara-Alpha(1,3)-Xyl",Q9XBQ3,Intracellular exo-alpha-(1->5)-L-arabinofuranosidase
DB03871,"lambda-bis(2,2'-bipyridine)imidazole ruthenium (II)",P00282,Azurin
DB03874,"(4e,8e,12z,16z)-N,N,4,8,13,17,21-Heptamethyldocosa-4,8,12,16,20-Pentaen-1-Amine",P33247,Squalene--hopene cyclase
DB03876,"Thieno[2,3-B]Pyridine-2-Carboxamidine",P07477,Trypsin-1
DB03876,"Thieno[2,3-B]Pyridine-2-Carboxamidine",P00749,Urokinase-type plasminogen activator
DB03877,AL-4623,P00918,Carbonic anhydrase 2
DB03878,N-[4-Methyl-3-[[4-(3-Pyridinyl)-2-Pyrimidinyl]Amino]Phenyl]-3-Pyridinecarboxamide,P00519,Tyrosine-protein kinase ABL1
DB03878,N-[4-Methyl-3-[[4-(3-Pyridinyl)-2-Pyrimidinyl]Amino]Phenyl]-3-Pyridinecarboxamide,P00521,Tyrosine-protein kinase transforming protein Abl
DB03879,alpha-L-methyl-fucose,P11226,Mannose-binding protein C
DB03879,alpha-L-methyl-fucose,Q59288,Chondroitinase-AC
DB03880,Batimastat,Q9UNA0,A disintegrin and metalloproteinase with thrombospondin motifs 5
DB03880,Batimastat,P22894,Neutrophil collagenase
DB03880,Batimastat,P39900,Macrophage metalloelastase
DB03880,Batimastat,Q9UKQ2,Disintegrin and metalloproteinase domain-containing protein 28
DB03880,Batimastat,P51512,Matrix metalloproteinase-16
DB03881,"(2S,3R,4S,5S)-3,4-Dihydroxy-2-[(methylsulfanyl)methyl]-5-(4-oxo-4,5-dihydro-1H-pyrrolo[3,2-d]pyrimidin-7-yl)pyrrolidinium",P01298,PNP
DB03881,"(2S,3R,4S,5S)-3,4-Dihydroxy-2-[(methylsulfanyl)methyl]-5-(4-oxo-4,5-dihydro-1H-pyrrolo[3,2-d]pyrimidin-7-yl)pyrrolidinium",P00491,Purine nucleoside phosphorylase
DB03881,"(2S,3R,4S,5S)-3,4-Dihydroxy-2-[(methylsulfanyl)methyl]-5-(4-oxo-4,5-dihydro-1H-pyrrolo[3,2-d]pyrimidin-7-yl)pyrrolidinium",Q8I3X4,"Purine nucleotide phosphorylase, putative"
DB03882,"5-Alpha-Androstane-3-Beta,17beta-Diol",Q92731,Estrogen receptor beta
DB03882,"5-Alpha-Androstane-3-Beta,17beta-Diol",P04278,Sex hormone-binding globulin
DB03884,Phenylpyruvic acid,Q9UJM8,Hydroxyacid oxidase 1
DB03884,Phenylpyruvic acid,Q59771,Phenylalanine dehydrogenase
DB03884,Phenylpyruvic acid,P51852,Indole-3-pyruvate decarboxylase
DB03884,Phenylpyruvic acid,Q7NSZ5,Putative uncharacterized protein
DB03884,Phenylpyruvic acid,P39639,Bacilysin biosynthesis protein BacB
DB03884,Phenylpyruvic acid,A1A2B5,Probable chorismate mutase
DB03884,Phenylpyruvic acid,O15427,Monocarboxylate transporter 4
DB03886,Biopterin,P35270,Sepiapterin reductase
DB03886,Biopterin,P00374,Dihydrofolate reductase
DB03886,Biopterin,Q03393,6-pyruvoyl tetrahydrobiopterin synthase
DB03887,Alpha-Adenosine Monophosphate,Q05603,Nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase
DB03888,N-Allyl-6-{[3-(4-bromophenyl)-1-methyl-1H-indazol-6-yl]oxy}-N-methyl-1-hexanamine,P33247,Squalene--hopene cyclase
DB03889,S-(N-hydroxy-N-bromophenylcarbamoyl)glutathione,Q16775,"Hydroxyacylglutathione hydrolase, mitochondrial"
DB03890,N-[2-(1-Formyl-2-Methyl-Propyl)-1-(4-Piperidin-1-Yl-but-2-Enoyl)-Pyrrolidin-3-Yl]-Methanesulfonamide,Q9UNI1,Chymotrypsin-like elastase family member 1
DB03891,"Dibenzyl (carbonylbis{2,1-hydrazinediyl[(2S)-4-methyl-1-oxo-1,2-pentanediyl]})biscarbamate",P43235,Cathepsin K
DB03892,5-N-Allyl-arginine,Q8WY41,NOS1
DB03892,5-N-Allyl-arginine,P29475,"Nitric oxide synthase, brain"
DB03893,Thionicotinamide-Adenine-Dinucleotide,P04406,Glyceraldehyde-3-phosphate dehydrogenase
DB03894,N-Propargyl-1(S)-Aminoindan,P27338,Amine oxidase [flavin-containing] B
DB03895,Malachite Green,P0A0N5,HTH-type transcriptional regulator QacR
DB03896,Triphosphoric acid,P51003,Poly(A) polymerase alpha
DB03897,Phloretic acid,P31012,Tyrosine phenol-lyase
DB03897,Phloretic acid,P31013,Tyrosine phenol-lyase
DB03897,Phloretic acid,O67636,Prephenate dehydrogenase
DB03899,9-Butyl-8-(4-Methoxybenzyl)-9h-Purin-6-Amine,P07900,Heat shock protein HSP 90-alpha
DB03900,tert-butanol,P60174,Triosephosphate isomerase
DB03900,tert-butanol,P50579,Methionine aminopeptidase 2
DB03900,tert-butanol,P07998,Ribonuclease pancreatic
DB03900,tert-butanol,P0DP23,Calmodulin
DB03900,tert-butanol,P47228,"Biphenyl-2,3-diol 1,2-dioxygenase"
DB03901,5-Oxoprolinal,P94690,Acidic cytochrome c3
DB03902,Oxalic Acid,P12931,Proto-oncogene tyrosine-protein kinase Src
DB03902,Oxalic Acid,O94956,Solute carrier organic anion transporter family member 2B1
DB03902,Oxalic Acid,Q8TCC7,Solute carrier family 22 member 8
DB03903,Tmr,P68133,"Actin, alpha skeletal muscle"
DB03904,Carbamide,P35222,Catenin beta-1
DB03904,Carbamide,P05089,Arginase-1
DB03904,Carbamide,P00918,Carbonic anhydrase 2
DB03904,Carbamide,Q8XB74,Sulfoxide reductase catalytic subunit YedY
DB03904,Carbamide,P00378,Dihydrofolate reductase
DB03904,Carbamide,Q15849,Urea transporter 2
DB03904,Carbamide,Q13336,Urea transporter 1
DB03905,Succinamide-CoA,P56220,"2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase"
DB03906,2-Phenylheme,P09601,Heme oxygenase 1
DB03907,"N-[(E)-3-[(2R,3S,4R,5R)-5-(6-Aminopurin-9-yl)-3,4-dihydroxyoxolan-2-yl]prop-2-enyl]-2,3-dihydroxy-5-nitrobenzamide",P21964,Catechol O-methyltransferase
DB03908,"N,N-[2,5-O-[Dibenzyl]-glucaryl]-DI-[isoleucyl-amido-methane]",P03366,Gag-Pol polyprotein
DB03909,"Adenosine-5'-[Beta, Gamma-Methylene]Triphosphate",P06213,Insulin receptor
DB03909,"Adenosine-5'-[Beta, Gamma-Methylene]Triphosphate",O00764,Pyridoxal kinase
DB03909,"Adenosine-5'-[Beta, Gamma-Methylene]Triphosphate",P00558,Phosphoglycerate kinase 1
DB03909,"Adenosine-5'-[Beta, Gamma-Methylene]Triphosphate",O14983,Sarcoplasmic/endoplasmic reticulum calcium ATPase 1
DB03909,"Adenosine-5'-[Beta, Gamma-Methylene]Triphosphate",P15925,Folylpolyglutamate synthase
DB03909,"Adenosine-5'-[Beta, Gamma-Methylene]Triphosphate",Q56310,Chemotaxis protein CheA
DB03909,"Adenosine-5'-[Beta, Gamma-Methylene]Triphosphate",P45066,UDP-N-acetylmuramate--L-alanine ligase
DB03909,"Adenosine-5'-[Beta, Gamma-Methylene]Triphosphate",P46859,Thermoresistant gluconokinase
DB03909,"Adenosine-5'-[Beta, Gamma-Methylene]Triphosphate",P33221,Phosphoribosylglycinamide formyltransferase 2
DB03909,"Adenosine-5'-[Beta, Gamma-Methylene]Triphosphate",P9WI81,Serine/threonine-protein kinase PknB
DB03909,"Adenosine-5'-[Beta, Gamma-Methylene]Triphosphate",P0A9J6,Ribokinase
DB03909,"Adenosine-5'-[Beta, Gamma-Methylene]Triphosphate",Q8ZKR2,Putative sugar kinase
DB03909,"Adenosine-5'-[Beta, Gamma-Methylene]Triphosphate",Q9X278,Probable butyrate kinase 2
DB03909,"Adenosine-5'-[Beta, Gamma-Methylene]Triphosphate",Q12756,Kinesin-like protein KIF1A
DB03910,"S,S'-(1,3-Phenylene-Bis(1,2-Ethanediyl))Bis-Isothiourea",P60323,NOS3
DB03910,"S,S'-(1,3-Phenylene-Bis(1,2-Ethanediyl))Bis-Isothiourea",P29474,"Nitric oxide synthase, endothelial"
DB03911,L-Xylopyranose,P24300,Xylose isomerase
DB03912,D-pantetheine 4'-phosphate,Q72K87,Phosphopantetheine adenylyltransferase
DB03912,D-pantetheine 4'-phosphate,P0A6I8,Phosphopantetheine adenylyltransferase
DB03912,D-pantetheine 4'-phosphate,Q9WZK0,Phosphopantetheine adenylyltransferase
DB03915,2-Amino-3-Ketobutyric Acid,P0AB77,2-amino-3-ketobutyrate coenzyme A ligase
DB03916,4-{2-[4-(2-Aminoethyl)Piperazin-1-Yl]Pyridin-4-Yl}-N-(3-Chloro-4-Methylphenyl)Pyrimidin-2-Amine,Q83QN9,Cell division protein ZipA
DB03916,4-{2-[4-(2-Aminoethyl)Piperazin-1-Yl]Pyridin-4-Yl}-N-(3-Chloro-4-Methylphenyl)Pyrimidin-2-Amine,P77173,Cell division protein ZipA
DB03917,N-Ethylretinamide,P02753,Retinol-binding protein 4
DB03918,"6S-5,6,7,8-Tetrahydrobiopterin",P60323,NOS3
DB03918,"6S-5,6,7,8-Tetrahydrobiopterin",P29474,"Nitric oxide synthase, endothelial"
DB03919,Ethyl-Carbamic Acid Methyl Ester,P69178,Shiga-like toxin 1 subunit B
DB03921,4-(3-Pyridin-2-Yl-1h-Pyrazol-4-Yl)Quinoline,P36897,TGF-beta receptor type-1
DB03923,Feruloyl Coenzyme A,Q86VU5,Catechol O-methyltransferase domain-containing protein 1
DB03924,"5,8-Di-Amino-1,4-Dihydroxy-Anthraquinone",P68400,Casein kinase II subunit alpha
DB03925,Freselestat,P08246,Neutrophil elastase
DB03925,Freselestat,Q9UNI1,Chymotrypsin-like elastase family member 1
DB03926,"5alpha-androstane-3beta,17alpha-diol",P04278,Sex hormone-binding globulin
DB03927,Glycyl-L-alpha-amino-epsilon-pimelyl-D-alanine,P15555,D-alanyl-D-alanine carboxypeptidase
DB03928,"Carboxymethylthio-3-(3-Chlorophenyl)-1,2,4-Oxadiazol",Q96IQ7,CTH
DB03928,"Carboxymethylthio-3-(3-Chlorophenyl)-1,2,4-Oxadiazol",P32929,Cystathionine gamma-lyase
DB03929,D-Serine,Q05586,"Glutamate receptor ionotropic, NMDA 1"
DB03929,D-Serine,P29508,Serpin B3
DB03929,D-Serine,P23415,Glycine receptor subunit alpha-1
DB03929,D-Serine,P36275,Head decoration protein
DB03929,D-Serine,Q8TF71,Monocarboxylate transporter 10
DB03929,D-Serine,Q9UN76,Sodium- and chloride-dependent neutral and basic amino acid transporter B(0+)
DB03931,Diguanosine-5'-Triphosphate,Q84424,mRNA-capping enzyme
DB03932,LFA703,P20701,Integrin alpha-L
DB03933,C-1027 Aromatized chromophore,Q06110,Antitumor antibiotic C-1027 apoprotein
DB03934,Protoporphyrin Ix Containing Zn,P99999,Cytochrome c
DB03935,"1,4-Dideoxy-O2-Sulfo-Glucuronic Acid",P08758,Annexin A5
DB03935,"1,4-Dideoxy-O2-Sulfo-Glucuronic Acid",P09038,Fibroblast growth factor 2
DB03936,1-Deoxy-Ribofuranose-5'-Phosphate,P0A716,2-dehydro-3-deoxyphosphooctonate aldolase
DB03937,D-erythrose 4-phosphate,P06744,Glucose-6-phosphate isomerase
DB03937,D-erythrose 4-phosphate,O66496,2-dehydro-3-deoxyphosphooctonate aldolase
DB03937,D-erythrose 4-phosphate,Q9WYH8,Phospho-2-dehydro-3-deoxyheptonate aldolase
DB03938,Deacetoxycephalosporin C,P18548,Deacetoxycephalosporin C synthase
DB03939,"(4S)-4-hydroxy-3,4-dihydro-2(1H)-pyrimidinone",P25524,Cytosine deaminase
DB03940,Oxamic Acid,P00338,L-lactate dehydrogenase A chain
DB03940,Oxamic Acid,P07195,L-lactate dehydrogenase B chain
DB03940,Oxamic Acid,Q27743,L-lactate dehydrogenase
DB03940,Oxamic Acid,P16115,L-lactate dehydrogenase
DB03940,Oxamic Acid,P09373,Formate acetyltransferase 1
DB03940,Oxamic Acid,P30901,D-lactate dehydrogenase
DB03940,Oxamic Acid,O15427,Monocarboxylate transporter 4
DB03942,Carboxylic PRPP,P0AG16,Amidophosphoribosyltransferase
DB03942,Carboxylic PRPP,P37551,Pur operon repressor
DB03942,Carboxylic PRPP,P0A9M5,Xanthine phosphoribosyltransferase
DB03944,"5-[1-(3,4-Dimethoxy-Benzoyl)-1,2,3,4-Tetrahydro-Quinolin-6-Yl]-6-Methyl-3,6-Dihydro-[1,3,4]Thiadiazin-2-One",P63316,"Troponin C, slow skeletal and cardiac muscles"
DB03945,"N,N,N-Trimethyl-2-(phosphonooxy)ethanaminium",P02741,C-reactive protein
DB03945,"N,N,N-Trimethyl-2-(phosphonooxy)ethanaminium",Q96BH3,Epididymal sperm-binding protein 1
DB03945,"N,N,N-Trimethyl-2-(phosphonooxy)ethanaminium",P0A076,Gamma-hemolysin component B
DB03947,D-Xylulose,P24300,Xylose isomerase
DB03948,"6-Chloropurine Riboside, 5'-Monophosphate",P12268,Inosine-5'-monophosphate dehydrogenase 2
DB03948,"6-Chloropurine Riboside, 5'-Monophosphate",P20839,Inosine-5'-monophosphate dehydrogenase 1
DB03949,N-[(2S)-3-Phenyl-2-sulfanylpropanoyl]-L-phenylalanyl-L-tyrosine,P43133,Thermolysin
DB03950,(S)-N-(3-Indol-1-Yl-2-Methyl-Propyl)-4-Sulfamoyl-Benzamide,P00918,Carbonic anhydrase 2
DB03951,N-acetyl-D-glucosamine-6-phosphate,P46926,Glucosamine-6-phosphate isomerase 1
DB03951,N-acetyl-D-glucosamine-6-phosphate,P0A759,Glucosamine-6-phosphate deaminase
DB03952,9-(6-deoxy-beta-D-allofuranosyl)-6-methylpurine,P0ABP8,Purine nucleoside phosphorylase DeoD-type
DB03953,Thiocitrulline,P60321,NOS2
DB03953,Thiocitrulline,P35228,"Nitric oxide synthase, inducible"
DB03955,1-deoxymannojirimycin,Q16706,Alpha-mannosidase 2
DB03956,"Inositol 2,4,5-trisphosphate",P51178,"1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase delta-1"
DB03957,SP2456,P60568,Interleukin-2
DB03958,7-methyl-guanosine-5'-triphosphate-5'-guanosine,Q96C86,m7GpppX diphosphatase
DB03958,7-methyl-guanosine-5'-triphosphate-5'-guanosine,P0CK31,RNA-directed RNA polymerase lambda-3
DB03959,"N,O6-Disulfo-Glucosamine",P08758,Annexin A5
DB03959,"N,O6-Disulfo-Glucosamine",P14210,Hepatocyte growth factor
DB03959,"N,O6-Disulfo-Glucosamine",Q9Y663,Heparan sulfate glucosamine 3-O-sulfotransferase 3A1
DB03959,"N,O6-Disulfo-Glucosamine",P09038,Fibroblast growth factor 2
DB03959,"N,O6-Disulfo-Glucosamine",P05230,Fibroblast growth factor 1
DB03959,"N,O6-Disulfo-Glucosamine",P68638,Complement control protein C3
DB03961,"2c-Methyl-D-Erythritol 2,4-Cyclodiphosphate",P62619,"2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase"
DB03962,Nicotinamide 8-bromo-adenine dinucleotide phosphate,P52209,"6-phosphogluconate dehydrogenase, decarboxylating"
DB03963,S-(Dimethylarsenic)Cysteine,Q9Y678,Coatomer subunit gamma-1
DB03963,S-(Dimethylarsenic)Cysteine,Q13426,DNA repair protein XRCC4
DB03963,S-(Dimethylarsenic)Cysteine,O60603,Toll-like receptor 2
DB03963,S-(Dimethylarsenic)Cysteine,P60323,NOS3
DB03963,S-(Dimethylarsenic)Cysteine,P16753,Capsid scaffolding protein
DB03963,S-(Dimethylarsenic)Cysteine,P12497,Gag-Pol polyprotein
DB03963,S-(Dimethylarsenic)Cysteine,P29474,"Nitric oxide synthase, endothelial"
DB03963,S-(Dimethylarsenic)Cysteine,P03300,Genome polyprotein
DB03963,S-(Dimethylarsenic)Cysteine,P0A745,Peptide methionine sulfoxide reductase MsrA
DB03964,4-Hydroxy-Aconitate Ion,Q99798,"Aconitate hydratase, mitochondrial"
DB03966,Clorobiocin,P0AES6,DNA gyrase subunit B
DB03967,Dodecyl sulfate,P61626,Lysozyme C
DB03967,Dodecyl sulfate,P37001,Lipid A palmitoyltransferase PagP
DB03968,"1-Methyl-2-Oxy-5,5-Dimethyl Pyrrolidine",Q693B1,REN
